Данные прогрева незащищенной стальной контрукции
""
Режим пожара: Стандартный
ПТМ: 4.8
""
Время, с;Тв, С;Тст, С
1131;773;737.9217301256972
1132;773;738.1233083882902
1133;773;738.3245363504827
1134;773;738.5254150903295
1135;773;738.7259456824229
1136;773;738.9261291979009
1137;773;739.1259667044543
1138;773;739.325459266335
1139;774;739.5246079443632
1140;774;739.7234137959357
1141;774;739.921877875033
1142;774;740.1200012322279
1143;774;740.3177849146923
1144;774;740.515229966206
1145;774;740.7123374271638
1146;774;740.9091083345836
1147;775;741.1055437221142
1148;775;741.3016446200434
1149;775;741.4974120553052
1150;775;741.6928470514885
1151;775;741.8879506288444
1152;775;742.0827238042943
1153;775;742.2771675914381
1154;776;742.4712830005614
1155;776;742.6650710386439
1156;776;742.8585327093674
1157;776;743.0516690131238
1158;776;743.2444809470226
1159;776;743.4369695048993
1160;776;743.629135677323
1161;776;743.820980451605
1162;777;744.012504811806
1163;777;744.2037097387448
1164;777;744.3945962100057
1165;777;744.5851651999469
1166;777;744.7754176797085
1167;777;744.9653546172204
1168;777;745.1549769772104
1169;777;745.3442857212118
1170;778;745.5332818075725
1171;778;745.7219661914619
1172;778;745.9103398248795
1173;778;746.0984036566631
1174;778;746.2861586324964
1175;778;746.4736056949173
1176;778;746.6607457833262
1177;778;746.8475798339937
1178;779;747.0341087800687
1179;779;747.2203335515867
1180;779;747.4062550754779
1181;779;747.591874275575
1182;779;747.7771920726215
1183;779;747.9622093842795
1184;779;748.1469271251384
1185;779;748.3313462067224
1186;780;748.5154675374987
1187;780;748.6992920228859
1188;780;748.8828205652617
1189;780;749.0660540639713
1190;780;749.2489934153352
1191;780;749.4316395126579
1192;780;749.6139932462349
1193;780;749.7960555033621
1194;781;749.9778271683429
1195;781;750.1593091224966
1196;781;750.3405022441668
1197;781;750.5214074087291
1198;781;750.7020254885994
1199;781;750.8823573532417
1200;781;751.0624038691765
1201;781;751.242165899989
1202;782;751.4216443063369
1203;782;751.6008399459583
1204;782;751.7797536736805
1205;782;751.9583863414271
1206;782;752.1367387982268
1207;782;752.3148118902216
1208;782;752.4926064606739
1209;782;752.6701233499757
1210;783;752.847363395656
1211;783;753.0243274323889
1212;783;753.2010162920019
1213;783;753.3774308034838
1214;783;753.5535717929924
1215;783;753.7294400838637
1216;783;753.9050364966183
1217;783;754.080361848971
1218;784;754.2554169558375
1219;784;754.4302026293433
1220;784;754.6047196788313
1221;784;754.7789689108699
1222;784;754.9529511292615
1223;784;755.1266671350493
1224;784;755.3001177265264
1225;784;755.4733036992436
1226;785;755.6462258460169
1227;785;755.8188849569358
1228;785;755.9912818193714
1229;785;756.163417217984
1230;785;756.3352919347315
1231;785;756.5069067488766
1232;785;756.6782624369957
1233;785;756.8493597729862
1234;786;757.0201995280745
1235;786;757.1907824708242
1236;786;757.3611093671434
1237;786;757.5311809802934
1238;786;757.7009980708958
1239;786;757.8705613969412
1240;786;758.0398717137964
1241;786;758.2089297742125
1242;786;758.3777363283327
1243;787;758.5462921237006
1244;787;758.714597905267
1245;787;758.882654415399
1246;787;759.0504623938866
1247;787;759.2180225779516
1248;787;759.3853357022549
1249;787;759.552402498904
1250;787;759.7192236974611
1251;788;759.8858000249511
1252;788;760.0521322058689
1253;788;760.2182209621876
1254;788;760.3840670133659
1255;788;760.5496710763559
1256;788;760.7150338656108
1257;788;760.8801560930929
1258;788;761.0450384682806
1259;789;761.2096816981771
1260;789;761.3740864873173
1261;789;761.5382535377757
1262;789;761.7021835491742
1263;789;761.8658772186893
1264;789;762.0293352410606
1265;789;762.1925583085972
1266;789;762.3555471111865
1267;789;762.5183023363011
1268;790;762.6808246690061
1269;790;762.843114791968
1270;790;763.0051733854609
1271;790;763.1670011273745
1272;790;763.3285986932219
1273;790;763.4899667561467
1274;790;763.6511059869308
1275;790;763.8120170540021
1276;791;763.9727006234414
1277;791;764.1331573589903
1278;791;764.2933879220586
1279;791;764.453392971732
1280;791;764.6131731647786
1281;791;764.7727291556575
1282;791;764.9320615965257
1283;791;765.0911711372453
1284;791;765.250058425391
1285;792;765.408724106258
1286;792;765.5671688228686
1287;792;765.7253932159797
1288;792;765.8833979240908
1289;792;766.0411835834507
1290;792;766.1987508280645
1291;792;766.356100289702
1292;792;766.5132325979037
1293;792;766.6701483799891
1294;793;766.8268482610633
1295;793;766.9833328640248
1296;793;767.1396028095719
1297;793;767.2956587162109
1298;793;767.4515012002626
1299;793;767.6071308758694
1300;793;767.7625483550032
1301;793;767.917754247472
1302;794;768.0727491609268
1303;794;768.2275337008698
1304;794;768.3821084706601
1305;794;768.536474071522
1306;794;768.6906311025512
1307;794;768.8445801607222
1308;794;768.9983218408956
1309;794;769.151856735825
1310;794;769.305185436164
1311;795;769.4583085304728
1312;795;769.6112266052257
1313;795;769.7639402448181
1314;795;769.916450031573
1315;795;770.0687565457488
1316;795;770.2208603655449
1317;795;770.37276206711
1318;795;770.5244622245482
1319;795;770.6759614099262
1320;796;770.8272601932799
1321;796;770.9783591426217
1322;796;771.1292588239467
1323;796;771.27995980124
1324;796;771.4304626364835
1325;796;771.5807678896626
1326;796;771.7308761187733
1327;796;771.880787879828
1328;796;772.0305037268631
1329;797;772.1800242119459
1330;797;772.3293498851808
1331;797;772.478481294716
1332;797;772.6274189867504
1333;797;772.7761635055404
1334;797;772.9247153934059
1335;797;773.0730751907381
1336;797;773.2212434360051
1337;797;773.3692206657588
1338;798;773.5170074146415
1339;798;773.6646042153927
1340;798;773.8120115988556
1341;798;773.9592300939833
1342;798;774.1062602278455
1343;798;774.2531025256353
1344;798;774.3997575106753
1345;798;774.5462257044244
1346;798;774.692507626484
1347;799;774.8386037946048
1348;799;774.9845147246926
1349;799;775.1302409308157
1350;799;775.2757829252103
1351;799;775.4211412182872
1352;799;775.5663163186389
1353;799;775.7113087330447
1354;799;775.8561189664779
1355;799;776.0007475221119
1356;800;776.1451949013267
1357;800;776.2894616037147
1358;800;776.4335481270873
1359;800;776.5774549674813
1360;800;776.7211826191649
1361;800;776.8647315746437
1362;800;777.0081023246676
1363;800;777.1512953582362
1364;800;777.2943111626059
1365;801;777.437150223295
1366;801;777.5798130240905
1367;801;777.7223000470542
1368;801;777.8646117725284
1369;801;778.0067486791427
1370;801;778.1487112438192
1371;801;778.2904999417794
1372;801;778.43211524655
1373;801;778.5735576299683
1374;802;778.7148275621889
1375;802;778.8559255116895
1376;802;778.9968519452771
1377;802;779.1376073280935
1378;802;779.2781921236215
1379;802;779.4186067936907
1380;802;779.558851798484
1381;802;779.6989275965427
1382;802;779.8388346447725
1383;802;779.9785733984502
1384;803;780.118144311228
1385;803;780.2575478351412
1386;803;780.3967844206124
1387;803;780.5358545164584
1388;803;780.6747585698952
1389;803;780.8134970265442
1390;803;780.9520703304381
1391;803;781.090478924026
1392;803;781.2287232481799
1393;804;781.3668037421999
1394;804;781.5047208438198
1395;804;781.642474989213
1396;804;781.7800666129983
1397;804;781.9174961482454
1398;804;782.0547640264801
1399;804;782.1918706776905
1400;804;782.3288165303325
1401;804;782.4656020113348
1402;805;782.6022275461053
1403;805;782.7386935585359
1404;805;782.8750004710087
1405;805;783.0111487044007
1406;805;783.1471386780902
1407;805;783.2829708099614
1408;805;783.4186455164104
1409;805;783.5541632123504
1410;805;783.6895243112176
1411;805;783.8247292249757
1412;806;783.959778364122
1413;806;784.0946721376927
1414;806;784.2294109532679
1415;806;784.3639952169776
1416;806;784.4984253335065
1417;806;784.6327017060989
1418;806;784.7668247365652
1419;806;784.9007948252861
1420;806;785.0346123712184
1421;807;785.1682777719
1422;807;785.3017914234554
1423;807;785.4351537206007
1424;807;785.5683650566486
1425;807;785.7014258235142
1426;807;785.8343364117195
1427;807;785.9670972103991
1428;807;786.0997086073046
1429;807;786.2321709888108
1430;807;786.3644847399198
1431;808;786.4966502442664
1432;808;786.6286678841236
1433;808;786.760538040407
1434;808;786.8922610926804
1435;808;787.0238374191604
1436;808;787.1552673967215
1437;808;787.2865514009013
1438;808;787.4176898059052
1439;808;787.5486829846116
1440;809;787.6795313085765
1441;809;787.8102351480393
1442;809;787.9407948719263
1443;809;788.0712108478567
1444;809;788.2014834421473
1445;809;788.331613019817
1446;809;788.4615999445919
1447;809;788.5914445789101
1448;809;788.7211472839267
1449;809;788.8507084195182
1450;810;788.9801283442876
1451;810;789.109407415569
1452;810;789.2385459894324
1453;810;789.3675444206888
1454;810;789.4964030628942
1455;810;789.6251222683547
1456;810;789.7537023881318
1457;810;789.882143772046
1458;810;790.0104467686817
1459;810;790.1386117253928
1460;811;790.2666389883061
1461;811;790.3945289023266
1462;811;790.522281811142
1463;811;790.6498980572271
1464;811;790.7773779818488
1465;811;790.9047219250701
1466;811;791.0319302257551
1467;811;791.1590032215731
1468;811;791.2859412490036
1469;811;791.4127446433404
1470;812;791.5394137386961
1471;812;791.6659488680073
1472;812;791.7923503630377
1473;812;791.9186185543838
1474;812;792.0447537714786
1475;812;792.1707563425962
1476;812;792.2966265948564
1477;812;792.4223648542288
1478;812;792.5479714455371
1479;813;792.6734466924638
1480;813;792.7987909175542
1481;813;792.9240044422211
1482;813;793.0490875867486
1483;813;793.1740406702966
1484;813;793.2988640109054
1485;813;793.4235579254996
1486;813;793.5481227298924
1487;813;793.6725587387896
1488;813;793.7968662657945
1489;814;793.9210456234116
1490;814;794.0450971230509
1491;814;794.1690210750319
1492;814;794.2928177885876
1493;814;794.4164875718695
1494;814;794.5400307319512
1495;814;794.6634475748322
1496;814;794.7867384054421
1497;814;794.9099035276454
1498;814;795.0329432442447
1499;815;795.1558578569854
1500;815;795.2786476665594
1501;815;795.401312972609
1502;815;795.5238540737314
1503;815;795.646271267482
1504;815;795.7685648503793
1505;815;795.8907351179082
1506;815;796.0127823645239
1507;815;796.1347068836565
1508;815;796.2565089677141
1509;815;796.3781889080876
1510;816;796.4997469951538
1511;816;796.6211835182801
1512;816;796.7424987658273
1513;816;796.8636930251546
1514;816;796.9847665826226
1515;816;797.1057197235978
1516;816;797.2265527324557
1517;816;797.3472658925855
1518;816;797.4678594863931
1519;816;797.5883337953053
1520;817;797.7086890997732
1521;817;797.8289256792768
1522;817;797.9490438123275
1523;817;798.0690437764731
1524;817;798.1889258483004
1525;817;798.3086903034398
1526;817;798.4283374165684
1527;817;798.547867461414
1528;817;798.6672807107584
1529;817;798.7865774364416
1530;818;798.9057579093649
1531;818;799.024822399495
1532;818;799.1437711758672
1533;818;799.262604506589
1534;818;799.3813226588443
1535;818;799.499925898896
1536;818;799.6184144920906
1537;818;799.7367887028606
1538;818;799.8550487947293
1539;818;799.9731950303133
1540;819;800.0912276713264
1541;819;800.2091469785832
1542;819;800.3269532120025
1543;819;800.4446466306108
1544;819;800.5622274925454
1545;819;800.679696055058
1546;819;800.7970525745188
1547;819;800.9142973064193
1548;819;801.0314305053753
1549;819;801.1484524251312
1550;819;801.2653633185628
1551;820;801.3821634376809
1552;820;801.4988530336345
1553;820;801.6154323567146
1554;820;801.7319016563565
1555;820;801.8482611811444
1556;820;801.9645111788136
1557;820;802.0806518962547
1558;820;802.1966835795163
1559;820;802.312606473808
1560;820;802.4284208235051
1561;821;802.54412687215
1562;821;802.6597248624564
1563;821;802.7752150363126
1564;821;802.8905976347846
1565;821;803.0058728981189
1566;821;803.1210410657461
1567;821;803.2361023762842
1568;821;803.351057067541
1569;821;803.4659053765183
1570;821;803.5806475394145
1571;821;803.6952837916272
1572;822;803.8098143677573
1573;822;803.9242395016117
1574;822;804.0385594262063
1575;822;804.152774373769
1576;822;804.266884575743
1577;822;804.3808902627898
1578;822;804.494791664792
1579;822;804.608589010857
1580;822;804.722282529319
1581;822;804.835872447743
1582;823;804.949358992927
1583;823;805.0627423909059
1584;823;805.1760228669534
1585;823;805.2892006455859
1586;823;805.4022759505647
1587;823;805.5152490048995
1588;823;805.6281200308513
1589;823;805.7408892499348
1590;823;805.853556882922
1591;823;805.9661231498446
1592;823;806.0785882699972
1593;824;806.19095246194
1594;824;806.3032159435015
1595;824;806.4153789317818
1596;824;806.5274416431548
1597;824;806.639404293272
1598;824;806.7512670970646
1599;824;806.8630302687459
1600;824;806.9746940218156
1601;824;807.0862585690609
1602;824;807.1977241225604
1603;825;807.3090908936863
1604;825;807.4203590931077
1605;825;807.5315289307925
1606;825;807.6426006160114
1607;825;807.753574357339
1608;825;807.8644503626581
1609;825;807.9752288391612
1610;825;808.0859099933541
1611;825;808.1964940310579
1612;825;808.3069811574121
1613;825;808.417371576877
1614;826;808.5276654932366
1615;826;808.6378631096009
1616;826;808.7479646284087
1617;826;808.8579702514307
1618;826;808.9678801797716
1619;826;809.0776946138724
1620;826;809.1874137535135
1621;826;809.2970377978174
1622;826;809.4065669452509
1623;826;809.5160013936277
1624;826;809.6253413401112
1625;827;809.7345869812166
1626;827;809.8437385128141
1627;827;809.9527961301308
1628;827;810.0617600277535
1629;827;810.1706303996314
1630;827;810.2794074390779
1631;827;810.3880913387738
1632;827;810.4966822907695
1633;827;810.6051804864874
1634;827;810.7135861167246
1635;827;810.821899371655
1636;828;810.9301204408318
1637;828;811.0382495131905
1638;828;811.1462867770504
1639;828;811.2542324201174
1640;828;811.3620866294868
1641;828;811.4698495916455
1642;828;811.5775214924734
1643;828;811.6851025172473
1644;828;811.7925928506424
1645;828;811.8999926767347
1646;828;812.0073021790035
1647;829;812.1145215403337
1648;829;812.221650943018
1649;829;812.3286905687592
1650;829;812.4356405986728
1651;829;812.5425012132891
1652;829;812.6492725925557
1653;829;812.7559549158391
1654;829;812.8625483619276
1655;829;812.9690531090334
1656;829;813.0754693347951
1657;829;813.1817972162794
1658;830;813.2880369299837
1659;830;813.3941886518385
1660;830;813.5002525572088
1661;830;813.6062288208973
1662;830;813.7121176171459
1663;830;813.8179191196384
1664;830;813.9236335015023
1665;830;814.0292609353112
1666;830;814.1348015930866
1667;830;814.2402556463005
1668;830;814.3456232658773
1669;831;814.450904622196
1670;831;814.5560998850926
1671;831;814.6612092238615
1672;831;814.7662328072583
1673;831;814.8711708035019
1674;831;814.9760233802756
1675;831;815.0807907047306
1676;831;815.1854729434872
1677;831;815.2900702626368
1678;831;815.3945828277449
1679;831;815.4990108038521
1680;832;815.6033543554765
1681;832;815.7076136466158
1682;832;815.8117888407492
1683;832;815.9158801008398
1684;832;816.0198875893363
1685;832;816.1238114681748
1686;832;816.2276518987812
1687;832;816.3314090420731
1688;832;816.4350830584615
1689;832;816.538674107853
1690;832;816.6421823496516
1691;832;816.7456079427614
1692;833;816.8489510455872
1693;833;816.9522118160378
1694;833;817.0553904115268
1695;833;817.1584869889753
1696;833;817.2615017048133
1697;833;817.3644347149823
1698;833;817.4672861749364
1699;833;817.5700562396446
1700;833;817.6727450635929
1701;833;817.7753528007854
1702;833;817.8778796047472
1703;834;817.9803256285256
1704;834;818.0826910246919
1705;834;818.1849759453437
1706;834;818.2871805421064
1707;834;818.3893049661351
1708;834;818.4913493681165
1709;834;818.5933138982707
1710;834;818.695198706353
1711;834;818.7970039416555
1712;834;818.8987297530091
1713;834;819.0003762887854
1714;834;819.1019436968984
1715;835;819.2034321248059
1716;835;819.3048417195121
1717;835;819.4061726275684
1718;835;819.5074249950758
1719;835;819.6085989676865
1720;835;819.7096946906054
1721;835;819.810712308592
1722;835;819.9116519659624
1723;835;820.0125138065907
1724;835;820.1132979739104
1725;835;820.2140046109171
1726;836;820.3146338601689
1727;836;820.4151858637892
1728;836;820.5156607634681
1729;836;820.6160587004631
1730;836;820.7163798156025
1731;836;820.8166242492855
1732;836;820.9167921414848
1733;836;821.016883631748
1734;836;821.1168988591992
1735;836;821.2168379625402
1736;836;821.316701080053
1737;836;821.416488349601
1738;837;821.5161999086301
1739;837;821.6158358941714
1740;837;821.7153964428417
1741;837;821.814881690846
1742;837;821.9142917739784
1743;837;822.0136268276242
1744;837;822.1128869867607
1745;837;822.21207238596
1746;837;822.3111831593897
1747;837;822.4102194408142
1748;837;822.509181363597
1749;838;822.6080690607021
1750;838;822.7068826646948
1751;838;822.8056223077444
1752;838;822.9042881216249
1753;838;823.0028802377165
1754;838;823.1013987870074
1755;838;823.1998439000956
1756;838;823.2982157071897
1757;838;823.3965143381108
1758;838;823.494739922294
1759;838;823.5928925887897
1760;838;823.6909724662655
1761;839;823.7889796830068
1762;839;823.8869143669192
1763;839;823.9847766455296
1764;839;824.0825666459875
1765;839;824.1802844950666
1766;839;824.2779303191662
1767;839;824.3755042443124
1768;839;824.4730063961601
1769;839;824.5704368999941
1770;839;824.6677958807302
1771;839;824.7650834629171
1772;839;824.8622997707378
1773;840;824.9594449280103
1774;840;825.0565190581899
1775;840;825.1535222843702
1776;840;825.2504547292845
1777;840;825.3473165153066
1778;840;825.4441077644535
1779;840;825.5408285983854
1780;840;825.6374791384078
1781;840;825.7340595054729
1782;840;825.8305698201805
1783;840;825.9270102027797
1784;840;826.02338077317
1785;841;826.1196816509025
1786;841;826.2159129551821
1787;841;826.3120748048677
1788;841;826.4081673184742
1789;841;826.5041906141732
1790;841;826.6001448097954
1791;841;826.6960300228307
1792;841;826.7918463704302
1793;841;826.8875939694071
1794;841;826.9832729362383
1795;841;827.0788833870656
1796;841;827.1744254376968
1797;842;827.2698992036071
1798;842;827.3653047999403
1799;842;827.4606423415103
1800;842;827.5559119428017
1801;842;827.6511137179718
1802;842;827.7462477808517
1803;842;827.841314244947
1804;842;827.9363132234394
1805;842;828.0312448291879
1806;842;828.1261091747303
1807;842;828.2209063722842
1808;842;828.3156365337477
1809;843;828.4102997707014
1810;843;828.504896194409
1811;843;828.599425915819
1812;843;828.6938890455656
1813;843;828.7882856939698
1814;843;828.8826159710407
1815;843;828.9768799864764
1816;843;829.0710778496662
1817;843;829.1652096696903
1818;843;829.2592755553221
1819;843;829.3532756150287
1820;843;829.4472099569721
1821;844;829.5410786890109
1822;844;829.6348819187008
1823;844;829.728619753296
1824;844;829.8222922997506
1825;844;829.9158996647191
1826;844;830.0094419545578
1827;844;830.1029192753263
1828;844;830.1963317327879
1829;844;830.2896794324117
1830;844;830.3829624793727
1831;844;830.4761809785532
1832;844;830.5693350345443
1833;845;830.6624247516465
1834;845;830.755450233871
1835;845;830.8484115849405
1836;845;830.9413089082911
1837;845;831.0341423070724
1838;845;831.126911884149
1839;845;831.2196177421015
1840;845;831.3122599832277
1841;845;831.4048387095436
1842;845;831.4973540227841
1843;845;831.5898060244042
1844;845;831.6821948155809
1845;845;831.774520497213
1846;846;831.8667831699222
1847;846;831.9589829340555
1848;846;832.0511198896847
1849;846;832.1431941366081
1850;846;832.2352057743515
1851;846;832.327154902169
1852;846;832.4190416190443
1853;846;832.5108660236913
1854;846;832.6026282145556
1855;846;832.6943282898151
1856;846;832.785966347381
1857;846;832.8775424848991
1858;847;832.9690567997504
1859;847;833.0605093890524
1860;847;833.1519003496599
1861;847;833.2432297781656
1862;847;833.3344977709023
1863;847;833.4257044239425
1864;847;833.5168498330997
1865;847;833.60793409393
1866;847;833.6989573017322
1867;847;833.7899195515495
1868;847;833.8808209381696
1869;847;833.9716615561265
1870;847;834.0624414997008
1871;848;834.1531608629209
1872;848;834.2438197395643
1873;848;834.3344182231574
1874;848;834.4249564069776
1875;848;834.5154343840536
1876;848;834.6058522471665
1877;848;834.6962100888506
1878;848;834.7865080013946
1879;848;834.876746076842
1880;848;834.9669244069921
1881;848;835.0570430834016
1882;848;835.1471021973844
1883;849;835.2371018400131
1884;849;835.3270421021202
1885;849;835.4169230742982
1886;849;835.506744846901
1887;849;835.5965075100444
1888;849;835.6862111536075
1889;849;835.7758558672328
1890;849;835.8654417403282
1891;849;835.9549688620662
1892;849;836.0444373213866
1893;849;836.133847206996
1894;849;836.2231986073693
1895;849;836.3124916107502
1896;850;836.4017263051519
1897;850;836.4909027783588
1898;850;836.5800211179264
1899;850;836.6690814111826
1900;850;836.7580837452281
1901;850;836.8470282069377
1902;850;836.935914882961
1903;850;837.0247438597232
1904;850;837.1135152234256
1905;850;837.2022290600466
1906;850;837.290885455343
1907;850;837.3794844948497
1908;850;837.4680262638819
1909;851;837.5565108475346
1910;851;837.644938330684
1911;851;837.7333087979882
1912;851;837.8216223338884
1913;851;837.909879022609
1914;851;837.9980789481583
1915;851;838.0862221943303
1916;851;838.1743088447042
1917;851;838.2623389826463
1918;851;838.3503126913097
1919;851;838.4382300536361
1920;851;838.5260911523555
1921;852;838.6138960699882
1922;852;838.7016448888442
1923;852;838.7893376910247
1924;852;838.8769745584232
1925;852;838.9645555727252
1926;852;839.0520808154101
1927;852;839.1395503677509
1928;852;839.2269643108154
1929;852;839.3143227254675
1930;852;839.4016256923665
1931;852;839.4888732919692
1932;852;839.57606560453
1933;852;839.6632027101018
1934;853;839.7502846885363
1935;853;839.8373116194855
1936;853;839.9242835824014
1937;853;840.0112006565375
1938;853;840.0980629209496
1939;853;840.1848704544957
1940;853;840.2716233358371
1941;853;840.3583216434395
1942;853;840.4449654555729
1943;853;840.5315548503131
1944;853;840.6180899055419
1945;853;840.7045706989477
1946;853;840.7909973080266
1947;854;840.8773698100829
1948;854;840.9636882822292
1949;854;841.0499528013881
1950;854;841.1361634442924
1951;854;841.2223202874852
1952;854;841.3084234073217
1953;854;841.3944728799688
1954;854;841.4804687814062
1955;854;841.5664111874273
1956;854;841.6523001736396
1957;854;841.7381358154651
1958;854;841.8239181881415
1959;854;841.9096473667223
1960;855;841.9953234260779
1961;855;842.0809464408958
1962;855;842.1665164856815
1963;855;842.2520336347593
1964;855;842.3374979622727
1965;855;842.4229095421847
1966;855;842.5082684482791
1967;855;842.5935747541607
1968;855;842.6788285332561
1969;855;842.7640298588142
1970;855;842.8491788039066
1971;855;842.9342754414288
1972;855;843.0193198441004
1973;855;843.1043120844658
1974;856;843.1892522348946
1975;856;843.2741403675827
1976;856;843.3589765545523
1977;856;843.4437608676528
1978;856;843.5284933785617
1979;856;843.6131741587844
1980;856;843.6978032796558
1981;856;843.7823808123399
1982;856;843.8669068278311
1983;856;843.9513813969545
1984;856;844.0358045903663
1985;856;844.1201764785546
1986;856;844.2044971318403
1987;857;844.2887666203769
1988;857;844.3729850141519
1989;857;844.4571523829868
1990;857;844.5412687965377
1991;857;844.6253343242959
1992;857;844.709349035589
1993;857;844.7933129995806
1994;857;844.8772262852717
1995;857;844.9610889615005
1996;857;845.0449010969435
1997;857;845.1286627601153
1998;857;845.2123740193704
1999;857;845.2960349429027
2000;858;845.3796455987463
2001;858;845.463206054776
2002;858;845.5467163787084
2003;858;845.6301766381018
2004;858;845.7135869003566
2005;858;845.7969472327165
2006;858;845.8802577022686
2007;858;845.9635183759442
2008;858;846.0467293205188
2009;858;846.1298906026129
2010;858;846.2130022886931
2011;858;846.2960644450716
2012;858;846.3790771379074
2013;858;846.4620404332068
2014;859;846.5449543968234
2015;859;846.6278190944593
2016;859;846.710634591665
2017;859;846.7934009538405
2018;859;846.8761182462351
2019;859;846.9587865339486
2020;859;847.0414058819313
2021;859;847.1239763549847
2022;859;847.206498017762
2023;859;847.2889709347687
2024;859;847.3713951703626
2025;859;847.453770788755
2026;859;847.5360978540109
2027;860;847.6183764300492
2028;860;847.7006065806434
2029;860;847.7827883694222
2030;860;847.86492185987
2031;860;847.9470071153271
2032;860;848.0290441989903
2033;860;848.1110331739133
2034;860;848.1929741030076
2035;860;848.2748670490425
2036;860;848.3567120746459
2037;860;848.4385092423042
2038;860;848.5202586143635
2039;860;848.6019602530293
2040;860;848.6836142203681
2041;861;848.7652205783063
2042;861;848.8467793886321
2043;861;848.928290712995
2044;861;849.0097546129068
2045;861;849.091171149742
2046;861;849.1725403847377
2047;861;849.2538623789947
2048;861;849.3351371934777
2049;861;849.4163648890158
2050;861;849.4975455263027
2051;861;849.5786791658975
2052;861;849.6597658682249
2053;861;849.7408056935758
2054;861;849.8217987021073
2055;862;849.9027449538441
2056;862;849.9836445086778
2057;862;850.0644974263678
2058;862;850.1453037665422
2059;862;850.2260635886976
2060;862;850.3067769521995
2061;862;850.3874439162832
2062;862;850.4680645400542
2063;862;850.5486388824877
2064;862;850.6291670024302
2065;862;850.7096489585995
2066;862;850.7900848095846
2067;862;850.8704746138471
2068;863;850.9508184297208
2069;863;851.0311163154122
2070;863;851.1113683290014
2071;863;851.1915745284418
2072;863;851.2717349715613
2073;863;851.3518497160621
2074;863;851.4319188195216
2075;863;851.5119423393919
2076;863;851.5919203330013
2077;863;851.6718528575541
2078;863;851.7517399701308
2079;863;851.8315817276894
2080;863;851.9113781870644
2081;863;851.9911294049689
2082;864;852.0708354379931
2083;864;852.1504963426064
2084;864;852.2301121751566
2085;864;852.3096829918709
2086;864;852.389208848856
2087;864;852.4686898020989
2088;864;852.5481259074666
2089;864;852.6275172207067
2090;864;852.7068637974485
2091;864;852.7861656932023
2092;864;852.8654229633607
2093;864;852.9446356631981
2094;864;853.0238038478719
2095;864;853.1029275724222
2096;865;853.1820068917725
2097;865;853.2610418607301
2098;865;853.3400325339865
2099;865;853.4189789661173
2100;865;853.4978812115833
2101;865;853.5767393247302
2102;865;853.6555533597893
2103;865;853.734323370878
2104;865;853.8130494119996
2105;865;853.8917315370443
2106;865;853.9703697997891
2107;865;854.0489642538982
2108;865;854.127514952924
2109;865;854.2060219503062
2110;866;854.284485299373
2111;866;854.3629050533418
2112;866;854.4412812653186
2113;866;854.5196139882989
2114;866;854.5979032751682
2115;866;854.6761491787015
2116;866;854.7543517515646
2117;866;854.832511046314
2118;866;854.9106271153976
2119;866;854.9887000111542
2120;866;855.0667297858145
2121;866;855.1447164915014
2122;866;855.2226601802306
2123;866;855.3005609039099
2124;867;855.3784187143406
2125;867;855.4562336632171
2126;867;855.5340058021279
2127;867;855.6117351825555
2128;867;855.6894218558768
2129;867;855.7670658733632
2130;867;855.8446672861812
2131;867;855.9222261453931
2132;867;855.9997425019562
2133;867;856.0772164067243
2134;867;856.1546479104472
2135;867;856.2320370637717
2136;867;856.3093839172411
2137;867;856.3866885212963
2138;867;856.4639509262756
2139;868;856.5411711824154
2140;868;856.61834933985
2141;868;856.6954854486125
2142;868;856.7725795586346
2143;868;856.8496317197471
2144;868;856.9266419816804
2145;868;857.0036103940643
2146;868;857.080537006429
2147;868;857.1574218682049
2148;868;857.2342650287228
2149;868;857.3110665372146
2150;868;857.3878264428135
2151;868;857.4645447945543
2152;868;857.5412216413731
2153;869;857.6178570321088
2154;869;857.6944510155022
2155;869;857.771003640197
2156;869;857.8475149547398
2157;869;857.9239850075808
2158;869;858.0004138470731
2159;869;858.0768015214742
2160;869;858.1531480789454
2161;869;858.2294535675528
2162;869;858.3057180352669
2163;869;858.3819415299633
2164;869;858.4581240994228
2165;869;858.5342657913318
2166;869;858.6103666532827
2167;869;858.6864267327737
2168;870;858.7624460772095
2169;870;858.8384247339015
2170;870;858.9143627500682
2171;870;858.990260172835
2172;870;859.0661170492347
2173;870;859.1419334262084
2174;870;859.2177093506048
2175;870;859.293444869181
2176;870;859.3691400286029
2177;870;859.4447948754448
2178;870;859.5204094561905
2179;870;859.5959838172328
2180;870;859.6715180048743
2181;870;859.7470120653279
2182;871;859.8224660447161
2183;871;859.897879989072
2184;871;859.9732539443394
2185;871;860.048587956373
2186;871;860.1238820709389
2187;871;860.1991363337145
2188;871;860.274350790289
2189;871;860.3495254861634
2190;871;860.4246604667512
2191;871;860.4997557773781
2192;871;860.5748114632829
2193;871;860.649827569617
2194;871;860.7248041414452
2195;871;860.799741223746
2196;871;860.8746388614113
2197;872;860.9494970992473
2198;872;861.0243159819743
2199;872;861.099095554227
2200;872;861.1738358605548
2201;872;861.2485369454223
2202;872;861.3231988532093
2203;872;861.3978216282107
2204;872;861.4724053146376
2205;872;861.5469499566168
2206;872;861.6214555981912
2207;872;861.6959222833204
2208;872;861.7703500558805
2209;872;861.8447389596643
2210;872;861.919089038382
2211;872;861.9934003356614
